onset	duration	trial	condition
5.041	5.002	1	2
11.997	5.002	2	2
19.377	5.002	3	2
26.308	5.002	4	2
33.983	5.002	5	2
40.921	5.002	6	2
48.1	5.002	7	2
55.241	5.002	8	2
62.587	5.002	9	2
69.846	5.002	10	2
101.763	5.002	11	1
109.23	5.002	12	1
116.579	5.002	13	1
124.319	5.002	14	1
132.162	5.002	15	1
139.122	5.002	16	1
146.994	5.002	17	1
154.228	5.002	18	1
161.682	5.002	19	1
169.141	5.002	20	1
202.164	5.002	21	2
209.957	5.002	22	2
217.151	5.002	23	2
224.163	5.002	24	2
231.779	5.002	25	2
239.622	5.002	26	2
247.617	5.002	27	2
255.523	5.002	28	2
262.777	5.002	29	2
270.68	5.002	30	2
302.872	5.002	31	1
310.703	5.002	32	1
318.4	5.002	33	1
325.62	5.002	34	1
332.647	5.002	35	1
339.661	5.002	36	1
347.27	5.002	37	1
354.57	5.002	38	1
361.431	5.002	39	1
369.261	5.002	40	1
401.237	5.002	41	2
408.502	5.002	42	2
415.534	5.002	43	2
423.226	5.002	44	2
430.289	5.002	45	2
438.291	5.002	46	2
446.186	5.002	47	2
453.544	5.002	48	2
461.159	5.002	49	2
468.911	5.002	50	2
501.363	5.002	51	1
509.36	5.002	52	1
517.364	5.002	53	1
524.284	5.002	54	1
531.372	5.002	55	1
538.603	5.002	56	1
545.633	5.002	57	1
552.877	5.002	58	1
559.789	5.002	59	1
567.778	5.002	60	1
600.056	5.002	61	2
606.982	5.002	62	2
614.525	5.002	63	2
622.246	5.002	64	2
630.067	5.002	65	2
637.328	5.002	66	2
645.138	5.002	67	2
652.252	5.002	68	2
659.876	5.002	69	2
667.188	5.002	70	2
699.569	5.002	71	1
707.483	5.002	72	1
714.595	5.002	73	1
722.308	5.002	74	1
730.17	5.002	75	1
738.147	5.002	76	1
746.093	5.002	77	1
753.194	5.002	78	1
760.894	5.002	79	1
767.775	5.002	80	1
799.794	5.002	81	2
806.78	5.002	82	2
813.825	5.002	83	2
821.504	5.002	84	2
829.405	5.002	85	2
836.623	5.002	86	2
844.268	5.002	87	2
852.144	5.002	88	2
859.744	5.002	89	2
867.158	5.003	90	2
899.652	5.002	91	1
906.7	5.002	92	1
913.551	5.002	93	1
920.92	5.002	94	1
927.911	5.002	95	1
935.01	5.002	96	1
943.009	5.002	97	1
950.28	5.002	98	1
957.676	5.002	99	1
964.786	5.002	100	1
