onset	duration	trial	condition
5.041	5.002	1	1
12.706	5.002	2	1
19.878	5.002	3	1
27.483	5.002	4	1
35.209	5.002	5	1
42.368	5.002	6	1
49.635	5.002	7	1
57.23	5.002	8	1
64.48	5.002	9	1
71.839	5.002	10	1
103.866	5.002	11	2
111.013	5.002	12	2
118.732	5.002	13	2
126.031	5.002	14	2
133.95	5.002	15	2
140.934	5.003	16	2
148.278	5.002	17	2
156.272	5.002	18	2
163.455	5.002	19	2
170.757	5.002	20	2
203.236	5.002	21	1
210.517	5.002	22	1
217.484	5.002	23	1
225.149	5.002	24	1
232.174	5.002	25	1
239.907	5.006	26	1
247.04	5.002	27	1
254.027	5.002	28	1
261.692	5.002	29	1
269.37	5.002	30	1
301.38	5.002	31	2
309.19	5.002	32	2
316.528	5.002	33	2
324.475	5.002	34	2
331.806	5.002	35	2
339.384	5.002	36	2
347.357	5.002	37	2
355.282	5.002	38	2
362.301	5.002	39	2
369.579	5.002	40	2
401.515	5.002	41	1
408.534	5.002	42	1
416.519	5.002	43	1
424.014	5.002	44	1
431.751	5.002	45	1
439.684	5.002	46	1
447.571	5.002	47	1
454.681	5.002	48	1
462.052	5.002	49	1
469.064	5.002	50	1
501.154	5.002	51	2
508.56	5.002	52	2
515.806	5.002	53	2
523.23	5.002	54	2
530.391	5.002	55	2
537.395	5.003	56	2
544.952	5.002	57	2
551.798	5.002	58	2
558.943	5.002	59	2
566.131	5.002	60	2
598.081	5.002	61	1
605.928	5.002	62	1
613.428	5.002	63	1
620.79	5.002	64	1
628.542	5.002	65	1
636.372	5.002	66	1
643.419	5.002	67	1
650.817	5.002	68	1
658.11	5.002	69	1
665.171	5.002	70	1
697.252	5.002	71	2
704.139	5.002	72	2
711.977	5.002	73	2
719.485	5.002	74	2
727.412	5.002	75	2
735.047	5.002	76	2
742.117	5.002	77	2
749.555	5.002	78	2
756.533	5.002	79	2
763.774	5.002	80	2
795.972	5.002	81	1
802.799	5.002	82	1
810.388	5.002	83	1
818.254	5.003	84	1
825.361	5.002	85	1
832.895	5.002	86	1
840.705	5.002	87	1
847.741	5.002	88	1
855.625	5.002	89	1
862.989	5.002	90	1
895.946	5.002	91	2
903.914	5.002	92	2
910.89	5.002	93	2
918.253	5.002	94	2
925.244	5.002	95	2
932.485	5.002	96	2
940.392	5.002	97	2
948.168	5.002	98	2
955.349	5.002	99	2
962.668	5.002	100	2
